# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 3.00000000e+01
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
99              	-7.30840472e-01	-3.69490630e-01	-3.61349842e-01	-5.78773367e-01	7.42738674e-02	-6.53047234e-01	3.63660551e-01	-4.07039420e-03	-9.04536925e-03	-4.30977063e-03	-1.12002546e-02	6.89048393e-03
100             	-9.07387463e-01	-4.57527689e-01	-4.49859774e-01	-6.36183379e-01	8.47653189e-02	-7.20948698e-01	4.02857009e-01	-3.83395756e-03	-8.16325657e-03	-3.45247661e-03	-9.88949488e-03	6.43701827e-03
101             	-1.04551382e+00	-5.26328631e-01	-5.19185192e-01	-7.05246320e-01	9.54928681e-02	-8.00739188e-01	4.48116028e-01	-3.57171922e-03	-7.35670653e-03	-2.67741669e-03	-8.69541488e-03	6.01799819e-03
102             	-1.14408908e+00	-5.75212081e-01	-5.68876994e-01	-7.98092606e-01	1.05425988e-01	-9.03518594e-01	5.04472291e-01	-3.16754363e-03	-6.74732865e-03	-2.10150529e-03	-7.79808129e-03	5.69657600e-03
103             	-1.20580186e+00	-6.05552989e-01	-6.00248870e-01	-9.16367137e-01	1.12147643e-01	-1.02851478e+00	5.70331212e-01	-2.65205959e-03	-6.33965332e-03	-1.91177012e-03	-7.29553838e-03	5.38376826e-03
104             	-1.23298951e+00	-6.18527982e-01	-6.14461532e-01	-1.05149655e+00	1.14494992e-01	-1.16599155e+00	6.40243269e-01	-2.03322470e-03	-6.10058139e-03	-2.01366831e-03	-7.10741554e-03	5.09374723e-03
105             	-1.22946365e+00	-6.16049550e-01	-6.13414098e-01	-1.19737527e+00	1.12885254e-01	-1.31026053e+00	7.11572891e-01	-1.31772594e-03	-5.93306278e-03	-2.29411314e-03	-7.08011934e-03	4.78600621e-03
106             	-1.20207141e+00	-6.01618738e-01	-6.00452677e-01	-1.34184974e+00	1.06608759e-01	-1.44845850e+00	7.77533631e-01	-5.83030688e-04	-5.78565167e-03	-2.66924725e-03	-7.12027529e-03	4.45102805e-03
107             	-1.15630734e+00	-5.78076685e-01	-5.78230654e-01	-1.47199521e+00	9.69894312e-02	-1.56898464e+00	8.32987036e-01	7.69843884e-05	-5.27035650e-03	-2.67921870e-03	-6.60996585e-03	3.93074715e-03
108             	-1.09716404e+00	-5.47972342e-01	-5.49191696e-01	-1.57715452e+00	8.62315566e-02	-1.66338608e+00	8.74808818e-01	6.09677122e-04	-5.06493649e-03	-3.00415104e-03	-6.56701201e-03	3.56286097e-03
109             	-1.02823833e+00	-5.13120294e-01	-5.15118038e-01	-1.65232672e+00	7.81534844e-02	-1.73048020e+00	9.04316844e-01	9.98871794e-04	-4.82783544e-03	-3.27387658e-03	-6.46477373e-03	3.19089714e-03
110             	-9.54824986e-01	-4.76169542e-01	-4.78655444e-01	-1.69503135e+00	7.50891324e-02	-1.77012048e+00	9.22604808e-01	1.24295081e-03	-4.61307039e-03	-3.53332774e-03	-6.37973426e-03	2.84640652e-03
111             	-8.81994331e-01	-4.39628835e-01	-4.42365496e-01	-1.71115882e+00	7.86469278e-02	-1.78980575e+00	9.34226337e-01	1.36833072e-03	-4.17243928e-03	-3.48703883e-03	-5.91595870e-03	2.42891987e-03
112             	-8.13526747e-01	-4.05347340e-01	-4.08179407e-01	-1.71587278e+00	8.92161201e-02	-1.80508890e+00	9.47152512e-01	1.41603356e-03	-3.85222498e-03	-3.40413556e-03	-5.55429276e-03	2.15015720e-03
113             	-7.51361482e-01	-3.74245790e-01	-3.77115692e-01	-1.72887888e+00	1.05431368e-01	-1.83431025e+00	9.69870810e-01	1.43495108e-03	-3.48938750e-03	-3.27864175e-03	-5.12870837e-03	1.85006663e-03
114             	-6.96156302e-01	-3.46656343e-01	-3.49499959e-01	-1.77398332e+00	1.25025164e-01	-1.89900848e+00	1.01201682e+00	1.42180830e-03	-3.16605194e-03	-3.09403772e-03	-4.71307080e-03	1.61903308e-03
115             	-6.47434355e-01	-3.22323794e-01	-3.25110561e-01	-1.87381029e+00	1.45085563e-01	-2.01889585e+00	1.08199071e+00	1.39338380e-03	-2.86723123e-03	-2.90433517e-03	-4.31939881e-03	1.41506364e-03
116             	-6.04262425e-01	-3.00766055e-01	-3.03496370e-01	-2.04815593e+00	1.61648733e-01	-2.20980466e+00	1.18572670e+00	1.36515764e-03	-2.56722345e-03	-2.67345957e-03	-3.90395324e-03	1.23049366e-03
117             	-5.66380407e-01	-2.81857583e-01	-2.84522824e-01	-2.31314151e+00	1.70707304e-01	-2.48384881e+00	1.32727806e+00	1.33262026e-03	-2.30810884e-03	-2.40875026e-03	-3.51248397e-03	1.10373371e-03
118             	-5.34281711e-01	-2.65851447e-01	-2.68430264e-01	-2.66367865e+00	1.70100781e-01	-2.83377943e+00	1.50194011e+00	1.28940847e-03	-2.06681567e-03	-2.18549369e-03	-3.15956252e-03	9.74068829e-04
119             	-5.08248879e-01	-2.52894621e-01	-2.55354258e-01	-3.06813834e+00	1.60969470e-01	-3.22910781e+00	1.69503864e+00	1.22981855e-03	-1.84477335e-03	-1.98603482e-03	-2.83779076e-03	8.51755947e-04
120             	-4.87804608e-01	-2.42757504e-01	-2.45047104e-01	-3.47940738e+00	1.47650192e-01	-3.62705757e+00	1.88735388e+00	1.14480041e-03	-1.63813182e-03	-1.73480519e-03	-2.50553442e-03	7.70729228e-04
121             	-4.71188271e-01	-2.34557415e-01	-2.36630856e-01	-3.85125197e+00	1.34323925e-01	-3.98557590e+00	2.05994991e+00	1.03672082e-03	-1.46784244e-03	-1.62793361e-03	-2.28180925e-03	6.53875637e-04
122             	-4.56823120e-01	-2.27504330e-01	-2.29318790e-01	-4.15376308e+00	1.24884608e-01	-4.27864769e+00	2.20176615e+00	9.07230183e-04	-1.28015869e-03	-1.33787449e-03	-1.94909593e-03	6.11221444e-04
123             	-4.42745221e-01	-2.20596976e-01	-2.22148245e-01	-4.36810683e+00	1.22112539e-01	-4.49021937e+00	2.30616595e+00	7.75634297e-04	-1.08119661e-03	-1.10422254e-03	-1.63330788e-03	5.29085336e-04
124             	-4.29362331e-01	-2.14019036e-01	-2.15343295e-01	-4.48898129e+00	1.27046765e-01	-4.61602806e+00	2.37153741e+00	6.62129654e-04	-8.79398537e-04	-7.71719932e-04	-1.26525850e-03	4.93538571e-04
125             	-4.04472084e-01	-2.01657833e-01	-2.02814251e-01	-4.51729658e+00	1.40995568e-01	-4.65829214e+00	2.39964386e+00	5.78209177e-04	-6.37437995e-04	-4.50966221e-04	-8.62921106e-04	4.11954884e-04
126             	-3.35178167e-01	-1.67340492e-01	-1.67837675e-01	-4.43970001e+00	1.75147798e-01	-4.61484780e+00	2.39499780e+00	2.48591133e-04	-8.49602928e-05	1.45098743e-04	-1.24109215e-05	1.57509664e-04
127             	-2.73860772e-01	-1.36792082e-01	-1.37068689e-01	-4.33041064e+00	1.99865937e-01	-4.53027657e+00	2.36507125e+00	1.38303553e-04	2.73743814e-04	4.22393309e-04	4.84940468e-04	-6.25471595e-05
128             	-2.54057443e-01	-1.26781167e-01	-1.27276276e-01	-4.21747849e+00	2.09843726e-01	-4.42732221e+00	2.31858297e+00	2.47554848e-04	3.96977653e-04	4.85831901e-04	6.39893603e-04	-1.54061703e-04
129             	-2.60275136e-01	-1.29733702e-01	-1.30541434e-01	-4.10391121e+00	2.09628276e-01	-4.31353949e+00	2.26158388e+00	4.03865995e-04	4.40999834e-04	5.26582807e-04	7.04291237e-04	-1.77708430e-04
130             	-2.80787359e-01	-1.39802702e-01	-1.40984657e-01	-4.00487926e+00	1.99241004e-01	-4.20412027e+00	2.20168064e+00	5.90977261e-04	3.97469658e-04	4.64973966e-04	6.29956641e-04	-1.64982675e-04
131             	-3.03375834e-01	-1.50967741e-01	-1.52408093e-01	-3.93040398e+00	1.80525902e-01	-4.11092989e+00	2.14572789e+00	7.20176208e-04	2.83297446e-04	3.45728013e-04	4.56161453e-04	-1.10433440e-04
132             	-3.21955429e-01	-1.60254713e-01	-1.61700716e-01	-3.89075992e+00	1.54862369e-01	-4.04562229e+00	2.10024233e+00	7.23001493e-04	1.80050570e-04	2.32706663e-04	2.96403902e-04	-6.36972388e-05
133             	-3.31272368e-01	-1.64993309e-01	-1.66279059e-01	-3.89079141e+00	1.24001193e-01	-4.01479260e+00	2.06939690e+00	6.42875143e-04	6.58378242e-05	1.38641258e-04	1.35158453e-04	3.48280473e-06
134             	-3.28724474e-01	-1.63856542e-01	-1.64867932e-01	-3.93443265e+00	8.92887952e-02	-4.02372145e+00	2.05650512e+00	5.05694870e-04	-3.90571531e-05	6.32925100e-05	-7.41089809e-06	7.07034081e-05
135             	-3.14321741e-01	-1.56805054e-01	-1.57516688e-01	-4.02500244e+00	5.24104358e-02	-4.07741288e+00	2.06491166e+00	3.55816918e-04	-1.24205404e-04	-1.64145702e-05	-1.32412690e-04	1.15998119e-04
136             	-2.88469938e-01	-1.44055804e-01	-1.44414134e-01	-4.16403466e+00	1.48548680e-02	-4.17888952e+00	2.09687220e+00	1.79165225e-04	-1.58173499e-04	-4.48464560e-05	-1.80596727e-04	1.35750271e-04
137             	-2.52458101e-01	-1.26236172e-01	-1.26221929e-01	-4.34847197e+00	-2.30789620e-02	-4.32539301e+00	2.15115703e+00	-7.12123371e-06	-1.63297497e-04	-3.35036545e-05	-1.80049324e-04	1.46545670e-04
138             	-2.07695049e-01	-1.04047186e-01	-1.03647864e-01	-4.56483200e+00	-6.01440723e-02	-4.50468792e+00	2.22227193e+00	-1.99661212e-04	-1.43854470e-04	-1.68135600e-05	-1.52261250e-04	1.35447690e-04
139             	-1.56590823e-01	-7.86820803e-02	-7.79087426e-02	-4.78668495e+00	-9.71227312e-02	-4.68956221e+00	2.29621974e+00	-3.86668885e-04	-1.28556759e-04	-2.81900439e-05	-1.42651781e-04	1.14461737e-04
140             	-1.01569612e-01	-5.13453100e-02	-5.02243022e-02	-4.98533757e+00	-1.33744775e-01	-4.85159279e+00	2.35892401e+00	-5.60503921e-04	-9.30397157e-05	-3.60550423e-05	-1.11067237e-04	7.50121946e-05
141             	-4.55831084e-02	-2.34912921e-02	-2.20918163e-02	-5.14103040e+00	-1.71392527e-01	-4.96963788e+00	2.39912267e+00	-6.99737892e-04	-6.51916373e-05	-2.94659568e-05	-7.99246157e-05	5.04586589e-05
142             	7.50927435e-03	2.97851219e-03	4.53076216e-03	-5.24085442e+00	-2.10335318e-01	-5.03051911e+00	2.41009189e+00	-7.76124987e-04	-3.81546641e-05	-3.10164793e-05	-5.36629037e-05	2.26464244e-05
143             	5.38266589e-02	2.61319146e-02	2.76947443e-02	-5.27466574e+00	-2.50277254e-01	-5.02438849e+00	2.38705562e+00	-7.81414830e-04	-1.73383843e-05	-4.57742851e-05	-4.02255268e-05	-5.54875827e-06
144             	9.07414193e-02	4.46532676e-02	4.60881517e-02	-5.22951169e+00	-2.89391748e-01	-4.94011994e+00	2.32536410e+00	-7.17442006e-04	-6.88970942e-06	-5.38879126e-05	-3.38336657e-05	-2.00542469e-05
145             	1.17331717e-01	5.80714220e-02	5.92602954e-02	-5.09750772e+00	-3.25550218e-01	-4.77195750e+00	2.22320364e+00	-5.94436715e-04	-1.04500883e-05	-6.62158908e-05	-4.35580337e-05	-2.26578571e-05
146             	1.34212280e-01	6.66645990e-02	6.75476806e-02	-4.88236410e+00	-3.57356646e-01	-4.52500745e+00	2.08382540e+00	-4.41540795e-04	-1.97179106e-05	-7.66778087e-05	-5.80568150e-05	-1.86209937e-05
147             	1.43412276e-01	7.14319980e-02	7.19802778e-02	-4.59635982e+00	-3.84640870e-01	-4.21171895e+00	1.91353904e+00	-2.74139884e-04	-3.28363850e-05	-8.90849192e-05	-7.73788446e-05	-1.17060747e-05
148             	1.47810952e-01	7.37878038e-02	7.40231478e-02	-4.26290635e+00	-4.06902499e-01	-3.85600385e+00	1.72455068e+00	-1.17672026e-04	-4.09156976e-05	-9.94541029e-05	-9.06427490e-05	-8.81135388e-06
149             	1.50433300e-01	7.52326251e-02	7.52006746e-02	-3.90600190e+00	-4.23024609e-01	-3.48297729e+00	1.52997634e+00	1.59752112e-05	-3.78353130e-05	-8.83917704e-05	-8.20311982e-05	-6.36057219e-06
150             	1.53060765e-01	7.66429942e-02	7.64177710e-02	-3.53823078e+00	-4.30229021e-01	-3.10800175e+00	1.33888637e+00	1.12611616e-04	-2.57998838e-05	-7.24688509e-05	-6.20343093e-05	-1.04345416e-05
151             	1.55728985e-01	7.80487017e-02	7.76802828e-02	-3.17023400e+00	-4.27201260e-01	-2.74303274e+00	1.15791574e+00	1.84209429e-04	-1.48063440e-05	-4.48775400e-05	-3.72451140e-05	-7.63242594e-06
152             	1.59611409e-01	8.00507758e-02	7.95606332e-02	-2.75960007e+00	-4.11452293e-01	-2.34814777e+00	9.68347740e-01	2.45071278e-04	-2.70740229e-05	-5.51822232e-05	-5.46651344e-05	-5.17088708e-07
153             	1.61725104e-01	8.11456619e-02	8.05794424e-02	-2.41304122e+00	-3.87071883e-01	-2.02596934e+00	8.19448728e-01	2.83109774e-04	-3.87083286e-05	-6.56723573e-05	-7.15445072e-05	5.87214991e-06
154             	1.60588306e-01	8.05923886e-02	7.99959176e-02	-2.13325728e+00	-3.56077419e-01	-1.77717986e+00	7.10551219e-01	2.98235525e-04	-4.54875930e-05	-7.28215295e-05	-8.18983578e-05	9.07682824e-06
155             	1.54529379e-01	7.75629445e-02	7.69664343e-02	-1.91765919e+00	-3.20477317e-01	-1.59718187e+00	6.38352276e-01	2.98255064e-04	-4.60223611e-05	-7.32151059e-05	-8.26299141e-05	9.41480818e-06
156             	1.41853252e-01	7.12090504e-02	7.06442011e-02	-1.76739198e+00	-2.83374863e-01	-1.48401712e+00	6.00321128e-01	2.82424647e-04	-4.78930143e-05	-7.52035114e-05	-8.54947700e-05	1.02912586e-05
157             	1.21793717e-01	6.11557483e-02	6.06379684e-02	-1.68757074e+00	-2.48040975e-01	-1.43952976e+00	5.95744395e-01	2.58889986e-04	-2.75996502e-05	-2.89227797e-05	-4.20610400e-05	1.31382604e-05
158             	9.48141969e-02	4.76188085e-02	4.71953884e-02	-1.67515149e+00	-2.17378107e-01	-1.45777339e+00	6.20197640e-01	2.11710017e-04	-2.08486830e-05	-2.70254424e-05	-3.43614042e-05	7.33596184e-06
159             	6.16693840e-02	3.09907819e-02	3.06786021e-02	-1.72650392e+00	-1.93506916e-01	-1.53299700e+00	6.69745042e-01	1.56089904e-04	-2.70788769e-05	-1.52734744e-05	-3.47156141e-05	1.94421397e-05
160             	2.35895449e-02	1.18879771e-02	1.17015678e-02	-1.83555631e+00	-1.77596754e-01	-1.65795956e+00	7.40181404e-01	9.32046277e-05	-4.10712689e-05	5.57130788e-06	-3.82856149e-05	4.38569228e-05
161             	-8.82427918e-03	-4.37599594e-03	-4.44828325e-03	-1.94485074e+00	-1.69448404e-01	-1.77540234e+00	8.02976967e-01	3.61436553e-05	-6.08571997e-05	3.63026830e-05	-4.27058582e-05	7.90085412e-05
162             	-4.02705016e-02	-2.01452940e-02	-2.01252077e-02	-2.08264253e+00	-1.66507195e-01	-1.91613533e+00	8.74814070e-01	-1.00431583e-05	-8.27516324e-05	6.92509351e-05	-4.81261648e-05	1.17377100e-04
163             	-7.46908619e-02	-3.73927303e-02	-3.72981316e-02	-2.27702352e+00	-1.67493741e-01	-2.10952977e+00	9.71018017e-01	-4.72993213e-05	-1.03035354e-04	9.29857231e-05	-5.65424927e-05	1.49528216e-04
164             	-9.99197658e-02	-5.00373354e-02	-4.98824304e-02	-2.45952754e+00	-1.71451070e-01	-2.28807647e+00	1.05831270e+00	-7.74525214e-05	-1.16858245e-04	1.06123026e-04	-6.37967319e-05	1.69919758e-04
165             	-1.14549111e-01	-5.73692388e-02	-5.71798722e-02	-2.61385497e+00	-1.75854591e-01	-2.43800038e+00	1.13107289e+00	-9.46832857e-05	-1.23880333e-04	1.16589103e-04	-6.55857819e-05	1.82174885e-04
166             	-1.17998913e-01	-5.91024758e-02	-5.88964374e-02	-2.71220328e+00	-1.78511118e-01	-2.53369216e+00	1.17759052e+00	-1.03019209e-04	-1.27620979e-04	1.25750034e-04	-6.47459617e-05	1.90495996e-04
167             	-1.15844109e-01	-5.80254612e-02	-5.78186482e-02	-2.77805849e+00	-1.77819607e-01	-2.60023888e+00	1.21120964e+00	-1.03406515e-04	-1.32341547e-04	1.28578188e-04	-6.80524529e-05	1.96630641e-04
168             	-1.09550832e-01	-5.48746143e-02	-5.46762177e-02	-2.81529552e+00	-1.73737379e-01	-2.64155814e+00	1.23391038e+00	-9.91982653e-05	-1.34925308e-04	1.40769244e-04	-6.45406865e-05	2.05309930e-04
169             	-9.97967715e-02	-4.99913095e-02	-4.98054620e-02	-2.82470127e+00	-1.66545894e-01	-2.65815537e+00	1.24580474e+00	-9.29237289e-05	-1.34094876e-04	1.54042043e-04	-5.70738541e-05	2.11115897e-04
170             	-8.74770172e-02	-4.38265678e-02	-4.36504495e-02	-2.80602990e+00	-1.57177717e-01	-2.64885218e+00	1.24583723e+00	-8.80591482e-05	-1.30273760e-04	1.51861537e-04	-5.43429913e-05	2.06204528e-04
171             	-7.34759352e-02	-3.68184459e-02	-3.66574893e-02	-2.76330054e+00	-1.47132482e-01	-2.61616805e+00	1.23451779e+00	-8.04782806e-05	-1.23273365e-04	1.58860379e-04	-4.38431758e-05	2.02703555e-04
172             	-5.88130858e-02	-2.94766178e-02	-2.93364680e-02	-2.70211800e+00	-1.37727522e-01	-2.56439047e+00	1.21333148e+00	-7.00748870e-05	-1.15501373e-04	1.61414465e-04	-3.47941402e-05	1.96208605e-04
173             	-4.49398439e-02	-2.25276455e-02	-2.24121984e-02	-2.62913828e+00	-1.30031964e-01	-2.49910632e+00	1.18453718e+00	-5.77235623e-05	-1.09494440e-04	1.58156423e-04	-3.04162284e-05	1.88572651e-04
174             	-3.28942553e-02	-1.64931777e-02	-1.64010776e-02	-2.54747083e+00	-1.24211398e-01	-2.42325944e+00	1.14952402e+00	-4.60500526e-05	-1.02855516e-04	1.46098098e-04	-2.98064672e-05	1.75904565e-04
175             	-2.29710370e-02	-1.15211684e-02	-1.14498686e-02	-2.45647380e+00	-1.19799099e-01	-2.33667470e+00	1.10843780e+00	-3.56498819e-05	-9.74842469e-05	1.25290333e-04	-3.48390806e-05	1.60129413e-04
176             	-1.52532127e-02	-7.65446195e-03	-7.59875073e-03	-2.35124328e+00	-1.16065780e-01	-2.23517750e+00	1.05955586e+00	-2.78556108e-05	-9.17063570e-05	1.10155035e-04	-3.66288397e-05	1.46783874e-04
177             	-9.48680751e-03	-4.76518265e-03	-4.72162486e-03	-2.22355561e+00	-1.12487394e-01	-2.11106821e+00	9.99290410e-01	-2.17788978e-05	-8.66433134e-05	1.01081104e-04	-3.61027616e-05	1.37183865e-04
178             	-5.53467953e-03	-2.78303103e-03	-2.75164850e-03	-2.08513552e+00	-1.08873580e-01	-1.97626194e+00	9.33694182e-01	-1.56912654e-05	-8.05227831e-05	1.00978885e-04	-3.00333407e-05	1.31012225e-04
179             	-3.20669000e-03	-1.61095795e-03	-1.59573205e-03	-1.94820392e+00	-1.05244980e-01	-1.84295894e+00	8.68856982e-01	-7.61294875e-06	-7.50296398e-05	1.03087793e-04	-2.34857432e-05	1.26573536e-04
180             	-2.42638778e-03	-1.20847272e-03	-1.21791507e-03	-1.81981993e+00	-1.01773072e-01	-1.71804686e+00	8.08136893e-01	4.72117690e-06	-7.11484747e-05	1.01022751e-04	-2.06370994e-05	1.21659850e-04
181             	-3.20653718e-03	-1.58396414e-03	-1.62257304e-03	-1.70242650e+00	-9.81061924e-02	-1.60432031e+00	7.53107056e-01	1.93044471e-05	-6.78400483e-05	1.00015771e-04	-1.78321630e-05	1.17847934e-04
182             	-5.33777341e-03	-2.63370851e-03	-2.70406490e-03	-1.59558766e+00	-9.39530972e-02	-1.50163456e+00	7.03840734e-01	3.51781955e-05	-6.56907716e-05	9.54051190e-05	-1.79882121e-05	1.13393331e-04
183             	-8.37772460e-03	-4.13897059e-03	-4.23875401e-03	-1.49579756e+00	-8.90075503e-02	-1.40679001e+00	6.58891229e-01	4.98917110e-05	-6.39661273e-05	9.65023853e-05	-1.57149346e-05	1.12217320e-04
184             	-1.20073001e-02	-5.94125784e-03	-6.06604224e-03	-1.39918945e+00	-8.31380744e-02	-1.31605137e+00	6.16456650e-01	6.23922000e-05	-6.33467191e-05	9.01891414e-05	-1.82521484e-05	1.08441290e-04
185             	-1.60456190e-02	-7.95322080e-03	-8.09239824e-03	-1.30167599e+00	-7.62712257e-02	-1.22540477e+00	5.74566770e-01	6.95887176e-05	-6.34093629e-05	8.47965825e-05	-2.10110717e-05	1.05807654e-04
186             	-2.03281094e-02	-1.00928739e-02	-1.02352355e-02	-1.19479779e+00	-6.84092797e-02	-1.12638851e+00	5.28989615e-01	7.11808432e-05	-6.39935127e-05	7.76467868e-05	-2.51701193e-05	1.02816906e-04
187             	-2.46547389e-02	-1.22602308e-02	-1.23945081e-02	-1.07296544e+00	-5.97066519e-02	-1.01325879e+00	4.76776067e-01	6.71386469e-05	-6.48425074e-05	7.23474122e-05	-2.86688013e-05	1.01016214e-04
188             	-2.86067986e-02	-1.42452336e-02	-1.43615650e-02	-9.43250279e-01	-5.07542934e-02	-8.92495985e-01	4.20870846e-01	5.81656748e-05	-6.60750185e-05	6.71145768e-05	-3.25177301e-05	9.96323069e-05
189             	-3.16808106e-02	-1.57953246e-02	-1.58854860e-02	-8.09705903e-01	-4.22239966e-02	-7.67481906e-01	3.62628955e-01	4.50807048e-05	-6.71133002e-05	6.22162201e-05	-3.60051902e-05	9.82214102e-05
190             	-3.35667351e-02	-1.67548453e-02	-1.68118898e-02	-6.73685308e-01	-3.48162828e-02	-6.38869026e-01	3.02026371e-01	2.85222089e-05	-6.70478342e-05	6.11064683e-05	-3.64946000e-05	9.76010683e-05
191             	-3.40008754e-02	-1.69909503e-02	-1.70099251e-02	-5.36772245e-01	-2.85176786e-02	-5.08254566e-01	2.39868444e-01	9.48740112e-06	-6.30316793e-05	6.90183658e-05	-2.85224964e-05	9.75408622e-05
192             	-3.31429647e-02	-1.65804445e-02	-1.65625203e-02	-4.02162041e-01	-2.29809927e-02	-3.79181048e-01	1.78100028e-01	-8.96211206e-06	-5.88036069e-05	6.67373183e-05	-2.54349477e-05	9.21722660e-05
193             	-3.11839800e-02	-1.56164490e-02	-1.55675310e-02	-2.74687449e-01	-1.88449862e-02	-2.55842463e-01	1.18498739e-01	-2.44590476e-05	-5.16667764e-05	7.21182283e-05	-1.56076623e-05	8.77258906e-05
194             	-2.78988406e-02	-1.39826089e-02	-1.39162316e-02	-1.58274182e-01	-1.68419764e-02	-1.41432205e-01	6.22951145e-02	-3.31886633e-05	-4.85269332e-05	5.77017183e-05	-1.96760741e-05	7.73777924e-05
195             	-2.41719854e-02	-1.21232021e-02	-1.20487833e-02	-6.03739996e-02	-1.65425073e-02	-4.38314923e-02	1.36444925e-02	-3.72093758e-05	-4.47751706e-05	5.68288235e-05	-1.63607588e-05	7.31895823e-05
196             	-2.07986769e-02	-1.04363253e-02	-1.03623517e-02	1.72760009e-02	-1.68933162e-02	3.41693171e-02	-2.55313167e-02	-3.69868012e-05	-4.36664283e-05	4.46345153e-05	-2.13491707e-05	6.59836860e-05
197             	-1.77985900e-02	-8.93014075e-03	-8.86844928e-03	7.38597790e-02	-1.78247346e-02	9.16845136e-02	-5.47546241e-02	-3.08457357e-05	-4.08301746e-05	3.57278148e-05	-2.29662672e-05	5.86940820e-05
198             	-1.47039940e-02	-7.37457762e-03	-7.32941641e-03	1.11426744e-01	-2.01256658e-02	1.31552410e-01	-7.58390377e-02	-2.25806083e-05	-3.66675899e-05	2.30362852e-05	-2.51494474e-05	4.81857325e-05
199             	-1.08518800e-02	-5.43961884e-03	-5.41226120e-03	1.39423104e-01	-2.37723792e-02	1.63195483e-01	-9.34839311e-02	-1.36788203e-05	-3.15006902e-05	1.45395186e-05	-2.42309309e-05	3.87704495e-05
200             	-7.25878325e-03	-3.63872942e-03	-3.62005383e-03	1.76223669e-01	-2.75662408e-02	2.03789910e-01	-1.15678075e-01	-9.33779709e-06	-3.00484777e-05	8.99763431e-06	-2.55496605e-05	3.45472948e-05
201             	-4.81426557e-03	-2.41152709e-03	-2.40273848e-03	2.23613020e-01	-2.99530141e-02	2.53566034e-01	-1.41759524e-01	-4.39430554e-06	-2.83046960e-05	2.73506126e-06	-2.69371653e-05	2.96722266e-05
202             	-3.50753458e-03	-1.75364603e-03	-1.75388855e-03	2.74289957e-01	-3.05194192e-02	3.04809377e-01	-1.67664398e-01	1.21261576e-07	-2.60233052e-05	-6.19032422e-06	-2.91184673e-05	2.29281430e-05
203             	-2.96438043e-03	-1.47965871e-03	-1.48472172e-03	3.22881268e-01	-2.97312604e-02	3.52612529e-01	-1.91171895e-01	2.53150569e-06	-2.10904351e-05	-9.89106251e-06	-2.60359664e-05	1.61449039e-05
204             	-3.36951289e-03	-1.68179522e-03	-1.68771767e-03	3.69664444e-01	-2.79341256e-02	3.97598570e-01	-2.12766348e-01	2.96122665e-06	-1.56667838e-05	-1.08642788e-05	-2.10989232e-05	1.02346444e-05
205             	-5.45233715e-03	-2.72199651e-03	-2.73034063e-03	4.11373716e-01	-2.57597141e-02	4.37133431e-01	-2.31446572e-01	4.17205844e-06	-1.27598863e-05	-1.33292716e-05	-1.94245220e-05	6.09525047e-06
206             	-8.82270328e-03	-4.40448236e-03	-4.41822092e-03	4.39694781e-01	-2.41549723e-02	4.63849753e-01	-2.44002363e-01	6.86927644e-06	-1.22572616e-05	-1.77631270e-05	-2.11388251e-05	3.37569812e-06
207             	-1.25353642e-02	-6.26192886e-03	-6.27343532e-03	4.50789287e-01	-2.31647142e-02	4.73954001e-01	-2.48559357e-01	5.75322668e-06	-9.90425027e-06	-1.89930754e-05	-1.94007879e-05	4.07712589e-07
208             	-1.56404545e-02	-7.81875713e-03	-7.82169739e-03	4.45767625e-01	-2.26705558e-02	4.68438181e-01	-2.45554368e-01	1.47013086e-06	-7.32882110e-06	-1.72659206e-05	-1.59617814e-05	-1.30413919e-06
209             	-1.88413550e-02	-9.42160629e-03	-9.41974868e-03	4.20703376e-01	-2.30063039e-02	4.43709680e-01	-2.33357992e-01	-9.28801251e-07	-5.71234265e-06	-1.41196559e-05	-1.27721706e-05	-1.34748532e-06
210             	-2.20309270e-02	-1.10154419e-02	-1.10154852e-02	3.69706589e-01	-2.44297119e-02	3.94136300e-01	-2.09283006e-01	2.16491531e-08	-4.87067605e-06	-1.29140327e-05	-1.13276924e-05	-1.58634027e-06
211             	-2.47649260e-02	-1.23776156e-02	-1.23873104e-02	3.00217918e-01	-2.65165688e-02	3.26734487e-01	-1.76625528e-01	4.84740939e-06	-5.00705115e-06	-1.46828765e-05	-1.23484894e-05	-2.33438712e-06
212             	-2.79737186e-02	-1.39716702e-02	-1.40020484e-02	2.34248078e-01	-2.91749757e-02	2.63423054e-01	-1.46299015e-01	1.51891007e-05	-7.89186076e-06	-1.81868120e-05	-1.69852668e-05	-1.20154526e-06
