# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 3.00000000e+01
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
226             	-1.80669517e-02	-8.96272738e-03	-9.10422436e-03	-2.61248818e-01	-3.63155147e-02	-2.24933303e-01	9.43088944e-02	7.07484909e-05	-5.10806120e-06	-1.92247695e-05	-1.47204460e-05	-4.50432355e-06
227             	-1.55307050e-02	-7.69239601e-03	-7.83830894e-03	-3.12029107e-01	-3.14637389e-02	-2.80565368e-01	1.24550815e-01	7.29564626e-05	-3.03241459e-06	-1.76524482e-05	-1.18586387e-05	-5.79380950e-06
228             	-1.29994609e-02	-6.42646696e-03	-6.57299394e-03	-3.60010875e-01	-2.64011490e-02	-3.33609726e-01	1.53604289e-01	7.32634923e-05	5.61496239e-07	-1.23359742e-05	-5.60649084e-06	-6.72948332e-06
229             	-1.06816044e-02	-5.26884712e-03	-5.41275728e-03	-4.00939913e-01	-2.15661897e-02	-3.79373723e-01	1.78903767e-01	7.19550783e-05	3.53923668e-06	-7.54935426e-06	-2.35440452e-07	-7.31391381e-06
230             	-8.81707749e-03	-4.34072256e-03	-4.47635494e-03	-4.30399904e-01	-1.72247725e-02	-4.13175131e-01	1.97975179e-01	6.78161909e-05	5.76542378e-06	-2.09887834e-06	4.71598461e-06	-6.81486295e-06
231             	-7.41788534e-03	-3.64747623e-03	-3.77040912e-03	-4.45279404e-01	-1.39942443e-02	-4.31285159e-01	2.08645457e-01	6.14664444e-05	6.51425435e-06	1.27252499e-06	7.15051685e-06	-5.87799186e-06
232             	-6.23381191e-03	-3.06260372e-03	-3.17120819e-03	-4.43876104e-01	-1.17439870e-02	-4.32132117e-01	2.10194065e-01	5.43022352e-05	6.77333730e-06	4.15736872e-06	8.85202166e-06	-4.69465294e-06
233             	-4.96484102e-03	-2.43496127e-03	-2.52987976e-03	-4.32477745e-01	-9.02871912e-03	-4.23449026e-01	2.07210153e-01	4.74592467e-05	6.70757421e-06	6.33144984e-06	9.87329913e-06	-3.54184929e-06
234             	-3.55382966e-03	-1.73574169e-03	-1.81808797e-03	-4.17232624e-01	-4.69965014e-03	-4.12532974e-01	2.03916662e-01	4.11731357e-05	7.24302303e-06	9.47768591e-06	1.19818660e-05	-2.50418008e-06
235             	-2.04563678e-03	-9.87950733e-04	-1.05768605e-03	-4.02833090e-01	9.86787158e-04	-4.03819877e-01	2.02403332e-01	3.48676578e-05	8.80288241e-06	1.41098491e-05	1.58578070e-05	-1.74795786e-06
236             	-4.73496457e-04	-2.08601103e-04	-2.64895354e-04	-3.88705625e-01	6.91120003e-03	-3.95616825e-01	2.01264013e-01	2.81471257e-05	1.09730277e-05	1.90342503e-05	2.04901529e-05	-1.45590258e-06
237             	1.15869638e-03	6.00564828e-04	5.58131552e-04	-3.73263229e-01	1.20964761e-02	-3.85359705e-01	1.98728090e-01	2.12166383e-05	1.37864301e-05	2.41409578e-05	2.58569089e-05	-1.71595117e-06
238             	2.84083407e-03	1.43513111e-03	1.40570296e-03	-3.56118426e-01	1.59866424e-02	-3.72105069e-01	1.94045856e-01	1.47140762e-05	1.64711649e-05	2.84071703e-05	3.06747501e-05	-2.26757976e-06
239             	4.42374286e-03	2.22127828e-03	2.20246458e-03	-3.36801517e-01	1.84988604e-02	-3.55300378e-01	1.86899619e-01	9.40685343e-06	1.83433890e-05	3.12214238e-05	3.39541010e-05	-2.73267713e-06
240             	5.83159828e-03	2.92108927e-03	2.91050901e-03	-3.16856755e-01	1.97163146e-02	-3.36573069e-01	1.78144692e-01	5.29013084e-06	1.84008279e-05	3.14093571e-05	3.41055065e-05	-2.69614932e-06
241             	7.03039993e-03	3.51727375e-03	3.51312618e-03	-2.96066583e-01	1.97896853e-02	-3.15856268e-01	1.67822977e-01	2.07378759e-06	1.65759061e-05	2.94866868e-05	3.13192495e-05	-1.83256267e-06
242             	8.07082321e-03	4.03517784e-03	4.03564537e-03	-2.74897707e-01	1.88272917e-02	-2.93724998e-01	1.56276145e-01	-2.33767137e-07	1.33743399e-05	2.59047893e-05	2.63267346e-05	-4.21945238e-07
243             	8.97444313e-03	4.48534702e-03	4.48909611e-03	-2.53564559e-01	1.71181509e-02	-2.70682710e-01	1.43900430e-01	-1.87454139e-06	1.04854727e-05	2.22438571e-05	2.16074013e-05	6.36455821e-07
244             	9.81269504e-03	4.90343829e-03	4.90925675e-03	-2.31825942e-01	1.48464934e-02	-2.46672436e-01	1.30759464e-01	-2.90922528e-06	8.57968588e-06	1.94951318e-05	1.83272518e-05	1.16788002e-06
245             	1.06307826e-02	5.31179464e-03	5.31898798e-03	-2.10551406e-01	1.21832209e-02	-2.22734627e-01	1.17458924e-01	-3.59666820e-06	6.95434510e-06	1.65558841e-05	1.52322872e-05	1.32359696e-06
246             	1.14763255e-02	5.73400903e-03	5.74231645e-03	-1.90330136e-01	9.43364372e-03	-1.99763779e-01	1.04598712e-01	-4.15371206e-06	5.18181109e-06	1.29358355e-05	1.16497288e-05	1.28610666e-06
247             	1.24425661e-02	6.21639400e-03	6.22617209e-03	-1.71402031e-01	6.73654733e-03	-1.78138578e-01	9.24375626e-02	-4.88904445e-06	3.53795738e-06	9.85724290e-06	8.46657882e-06	1.39066407e-06
248             	1.35842103e-02	6.78609638e-03	6.79811389e-03	-1.53981690e-01	4.25042848e-03	-1.58232119e-01	8.12412737e-02	-6.00875690e-06	1.55692494e-06	6.38720254e-06	4.75052621e-06	1.63667633e-06
249             	1.48426965e-02	7.41354778e-03	7.42914876e-03	-1.38713855e-01	2.13907226e-03	-1.40852928e-01	7.14960000e-02	-7.80049381e-06	-2.25079937e-07	3.85978449e-06	1.70481231e-06	2.15497218e-06
250             	1.61818363e-02	8.08068187e-03	8.10115447e-03	-1.25269612e-01	3.71518372e-04	-1.25641130e-01	6.30063244e-02	-1.02362962e-05	-1.45920124e-06	2.87336204e-06	-2.25202161e-08	2.89588226e-06
251             	1.75412538e-02	8.75750279e-03	8.78375101e-03	-1.13338975e-01	-1.15621376e-03	-1.12182762e-01	5.55132740e-02	-1.31241102e-05	-2.25886945e-06	2.96559936e-06	-7.76069775e-07	3.74166913e-06
252             	1.88411559e-02	9.40455547e-03	9.43660047e-03	-1.02626953e-01	-2.56467972e-03	-1.00062273e-01	4.87487965e-02	-1.60224986e-05	-2.72713440e-06	2.76945593e-06	-1.34240644e-06	4.11186237e-06
253             	1.99445907e-02	9.95359445e-03	9.99099629e-03	-9.32203647e-02	-3.94750058e-03	-8.92728641e-02	4.26626817e-02	-1.87009212e-05	-2.53170271e-06	2.33361348e-06	-1.36489597e-06	3.69850945e-06
254             	2.07949286e-02	1.03768428e-02	1.04180858e-02	-8.51037210e-02	-5.35657492e-03	-7.97471461e-02	3.71952856e-02	-2.06214899e-05	-2.19540844e-06	6.17087316e-07	-1.88686478e-06	2.50395209e-06
255             	2.13489290e-02	1.06530986e-02	1.06958303e-02	-7.82887877e-02	-6.81599451e-03	-7.14727932e-02	3.23283993e-02	-2.13658560e-05	-1.86184450e-06	-2.00258109e-06	-2.86313504e-06	8.60553955e-07
256             	2.15821722e-02	1.07703756e-02	1.08117966e-02	-7.28166407e-02	-8.28391972e-03	-6.45327210e-02	2.81244007e-02	-2.07104886e-05	-1.80803748e-06	-5.28663013e-06	-4.45135254e-06	-8.35277587e-07
257             	2.14975999e-02	1.07301225e-02	1.07674774e-02	-6.87674581e-02	-9.64574242e-03	-5.91217157e-02	2.47379866e-02	-1.86774283e-05	-1.73282679e-06	-7.71745044e-06	-5.59155201e-06	-2.12589843e-06
258             	2.11270526e-02	1.05480287e-02	1.05790240e-02	-6.62390216e-02	-1.07744152e-02	-5.54646064e-02	2.23450956e-02	-1.54976396e-05	-1.74392147e-06	-9.09900406e-06	-6.29342349e-06	-2.80558056e-06
259             	2.05473360e-02	1.02620477e-02	1.02852883e-02	-6.52964880e-02	-1.15533694e-02	-5.37431186e-02	2.10948746e-02	-1.16203098e-05	-1.36831556e-06	-8.89420894e-06	-5.81542003e-06	-3.07878891e-06
260             	1.98357389e-02	9.91039693e-03	9.92534198e-03	-6.58746421e-02	-1.19239853e-02	-5.39506569e-02	2.10133358e-02	-7.47252190e-06	-1.08908812e-06	-8.15791748e-06	-5.16804686e-06	-2.98987062e-06
261             	1.90723744e-02	9.53273658e-03	9.53963783e-03	-6.77407289e-02	-1.18920771e-02	-5.58486518e-02	2.19782874e-02	-3.45062434e-06	-1.20985546e-06	-7.34758509e-06	-4.88364801e-06	-2.46393708e-06
262             	1.83215819e-02	9.16110566e-03	9.16047622e-03	-7.05060398e-02	-1.15215293e-02	-5.89845105e-02	2.37314906e-02	3.14718430e-07	-1.09537906e-06	-6.14222339e-06	-4.16649076e-06	-1.97573263e-06
263             	1.76351204e-02	8.82122275e-03	8.81389765e-03	-7.36697836e-02	-1.09212821e-02	-6.27485015e-02	2.59136097e-02	3.66254978e-06	-8.05379651e-07	-4.86529936e-06	-3.23802933e-06	-1.62727003e-06
264             	1.70008957e-02	8.50692671e-03	8.49396898e-03	-7.67168802e-02	-1.02042460e-02	-6.65126342e-02	2.81541941e-02	6.47886123e-06	-4.12620737e-07	-3.61762462e-06	-2.22143305e-06	-1.39619157e-06
265             	1.64031231e-02	8.21022309e-03	8.19290003e-03	-7.92390576e-02	-9.48389628e-03	-6.97551613e-02	3.01356325e-02	8.66152971e-06	-1.04164625e-08	-2.46819771e-06	-1.24451532e-06	-1.22368239e-06
266             	1.58081737e-02	7.91426212e-03	7.89391157e-03	-8.09404282e-02	-8.83982540e-03	-7.21006028e-02	3.16303887e-02	1.01752767e-05	2.02677813e-07	-1.59225276e-06	-5.93448570e-07	-9.98804195e-07
267             	1.52048496e-02	7.61340314e-03	7.59144642e-03	-8.17131670e-02	-8.32413258e-03	-7.33890344e-02	3.25324509e-02	1.09783567e-05	2.88493963e-07	-9.22431693e-07	-1.72721883e-07	-7.49709810e-07
268             	1.45770759e-02	7.29966073e-03	7.27741515e-03	-8.15094265e-02	-7.95313023e-03	-7.35562963e-02	3.28015830e-02	1.11227906e-05	3.26210586e-07	-5.39759022e-08	2.99222635e-07	-3.53198537e-07
269             	1.39491988e-02	6.98522763e-03	6.96397114e-03	-8.06052494e-02	-7.71419655e-03	-7.28910528e-02	3.25884281e-02	1.06282462e-05	1.84254406e-07	6.25693205e-07	4.97101008e-07	1.28592197e-07
270             	1.33280557e-02	6.67372031e-03	6.65433540e-03	-7.91284106e-02	-7.57695223e-03	-7.15514583e-02	3.19872531e-02	9.69245456e-06	-1.61714331e-07	1.37264460e-06	5.24607970e-07	8.48036633e-07
271             	1.27359815e-02	6.37647618e-03	6.35950529e-03	-7.73121090e-02	-7.50164341e-03	-6.98104655e-02	3.11544111e-02	8.48544571e-06	-6.53853551e-07	2.11966707e-06	4.05979982e-07	1.71368708e-06
272             	1.21746759e-02	6.09446885e-03	6.08020702e-03	-7.52152557e-02	-7.45880565e-03	-6.77564501e-02	3.01488222e-02	7.13091422e-06	-1.11955449e-06	2.55864971e-06	1.59770363e-07	2.39887935e-06
273             	1.16714286e-02	5.84145791e-03	5.82997068e-03	-7.30848442e-02	-7.41287681e-03	-6.56719674e-02	2.91295453e-02	5.74361313e-06	-1.53705179e-06	2.79039043e-06	-1.41856572e-07	2.93224701e-06
274             	1.12359394e-02	5.62234371e-03	5.61359568e-03	-7.09817596e-02	-7.35179489e-03	-6.36299648e-02	2.81390849e-02	4.37401426e-06	-2.06442443e-06	2.57017682e-06	-7.79336020e-07	3.34951284e-06
275             	1.08656504e-02	5.43595397e-03	5.42969643e-03	-6.88879166e-02	-7.27828667e-03	-6.16096299e-02	2.71656716e-02	3.12876681e-06	-2.25716288e-06	3.10409706e-06	-7.05114353e-07	3.80921141e-06
276             	1.05433750e-02	5.27374895e-03	5.26962606e-03	-6.67108240e-02	-7.20380374e-03	-5.95070203e-02	2.61516083e-02	2.06144538e-06	-2.57709115e-06	3.25892142e-06	-9.47630441e-07	4.20655186e-06
277             	1.02505528e-02	5.12658155e-03	5.12397123e-03	-6.43938107e-02	-7.13534754e-03	-5.72584632e-02	2.50615578e-02	1.30516380e-06	-2.90637723e-06	3.36114801e-06	-1.22580322e-06	4.58695123e-06
278             	9.96987799e-03	4.98578172e-03	4.98409628e-03	-6.19357408e-02	-7.07570150e-03	-5.48600393e-02	2.38921689e-02	8.42719015e-07	-3.16979632e-06	3.17897264e-06	-1.58031000e-06	4.75928264e-06
279             	9.70415510e-03	4.85266237e-03	4.85149274e-03	-5.94874608e-02	-7.01705878e-03	-5.24704020e-02	2.27266716e-02	5.84814038e-07	-3.23750404e-06	3.23121985e-06	-1.62189411e-06	4.85311396e-06
280             	9.48250457e-03	4.74167703e-03	4.74082754e-03	-5.72806534e-02	-6.94761351e-03	-5.03330399e-02	2.16927132e-02	4.24742344e-07	-3.34333887e-06	3.13390578e-06	-1.77638598e-06	4.91029176e-06
281             	9.30360366e-03	4.65210942e-03	4.65149424e-03	-5.52668180e-02	-6.87411950e-03	-4.83926985e-02	2.07592895e-02	3.07587355e-07	-3.45022849e-06	2.82936400e-06	-2.03554648e-06	4.86491049e-06
282             	9.13798219e-03	4.56928224e-03	4.56869995e-03	-5.31493701e-02	-6.81461533e-03	-4.63347548e-02	1.97600697e-02	2.91147438e-07	-3.31900650e-06	2.77202103e-06	-1.93299599e-06	4.70501701e-06
283             	8.98595201e-03	4.49331532e-03	4.49263669e-03	-5.08438394e-02	-6.76877955e-03	-4.40750599e-02	1.86531402e-02	3.39315477e-07	-3.21713231e-06	2.69028661e-06	-1.87198900e-06	4.56227561e-06
284             	8.84313422e-03	4.42199064e-03	4.42114358e-03	-4.84821387e-02	-6.72242507e-03	-4.17597136e-02	1.75186443e-02	4.23527688e-07	-3.14534303e-06	2.56851283e-06	-1.86108661e-06	4.42959944e-06
285             	8.70810773e-03	4.35457948e-03	4.35352825e-03	-4.62238297e-02	-6.66684132e-03	-3.95569884e-02	1.64450735e-02	5.25613128e-07	-3.17127298e-06	2.37335892e-06	-1.98459352e-06	4.35795244e-06
286             	8.59703634e-03	4.29911116e-03	4.29792519e-03	-4.42163571e-02	-6.60011228e-03	-3.76162448e-02	1.55080663e-02	5.92985371e-07	-3.24873340e-06	2.17130989e-06	-2.16307845e-06	4.33438834e-06
287             	8.53282162e-03	4.26698359e-03	4.26583803e-03	-4.26076216e-02	-6.52239523e-03	-3.60852264e-02	1.47814156e-02	5.72782617e-07	-3.32280120e-06	2.06078868e-06	-2.29240686e-06	4.35319554e-06
288             	8.53737824e-03	4.26916102e-03	4.26821722e-03	-4.14772703e-02	-6.43460902e-03	-3.50426613e-02	1.43040261e-02	4.71900632e-07	-3.29442626e-06	2.12297431e-06	-2.23293911e-06	4.35591341e-06
289             	8.58950760e-03	4.29504372e-03	4.29446388e-03	-4.06595562e-02	-6.33988999e-03	-3.43196662e-02	1.39898881e-02	2.89918291e-07	-3.24110416e-06	2.15059644e-06	-2.16580594e-06	4.31640238e-06
290             	8.63967568e-03	4.31995732e-03	4.31971837e-03	-3.99354611e-02	-6.24076112e-03	-3.36947000e-02	1.37269694e-02	1.19474366e-07	-3.15450986e-06	2.17514660e-06	-2.06693656e-06	4.24208316e-06
291             	8.65297827e-03	4.32648221e-03	4.32649607e-03	-3.91976995e-02	-6.13267192e-03	-3.30650276e-02	1.34661779e-02	-6.92829370e-09	-3.05770765e-06	2.18047437e-06	-1.96747047e-06	4.14794484e-06
292             	8.61599707e-03	4.30790298e-03	4.30809408e-03	-3.83828266e-02	-6.01315104e-03	-3.23696756e-02	1.31782623e-02	-9.55505337e-08	-2.92671358e-06	2.22076370e-06	-1.81633173e-06	4.03709542e-06
293             	8.52961458e-03	4.26467356e-03	4.26494102e-03	-3.74272972e-02	-5.88563070e-03	-3.15416665e-02	1.28280179e-02	-1.33731785e-07	-2.78877646e-06	2.30103384e-06	-1.63825954e-06	3.93929338e-06
294             	8.41257458e-03	4.20620645e-03	4.20636813e-03	-3.62887797e-02	-5.75525886e-03	-3.05335208e-02	1.23891310e-02	-8.08421379e-08	-2.80698170e-06	2.17443993e-06	-1.71976173e-06	3.89420166e-06
295             	8.29587957e-03	4.14794604e-03	4.14793352e-03	-3.49894100e-02	-5.62439427e-03	-2.93650157e-02	1.18703107e-02	6.25875438e-09	-2.72180250e-06	2.21251346e-06	-1.61554577e-06	3.82805923e-06
296             	8.20477134e-03	4.10243347e-03	4.10233787e-03	-3.36512320e-02	-5.49165544e-03	-2.81595766e-02	1.13339606e-02	4.77956610e-08	-2.53916488e-06	2.38425158e-06	-1.34703909e-06	3.73129067e-06
297             	8.14007955e-03	4.07008300e-03	4.06999655e-03	-3.23112133e-02	-5.35792027e-03	-2.69532930e-02	1.07976864e-02	4.32214704e-08	-2.36637616e-06	2.52517793e-06	-1.10378719e-06	3.62896512e-06
298             	8.10021452e-03	4.05011942e-03	4.05009510e-03	-3.09969726e-02	-5.22332844e-03	-2.57736441e-02	1.02751578e-02	1.21609984e-08	-2.23308265e-06	2.59919344e-06	-9.33485928e-07	3.53267937e-06
299             	8.08599612e-03	4.04296426e-03	4.04303186e-03	-2.96815324e-02	-5.08556118e-03	-2.45959712e-02	9.75520503e-03	-3.37991428e-08	-2.11257536e-06	2.68120675e-06	-7.71971983e-07	3.45317873e-06
300             	8.09932965e-03	4.04958381e-03	4.04974584e-03	-2.83630995e-02	-4.94052483e-03	-2.34225746e-02	9.24102490e-03	-8.10189554e-08	-1.99829836e-06	2.78803203e-06	-6.04282342e-07	3.39231437e-06
301             	8.14207468e-03	4.07089108e-03	4.07118360e-03	-2.70554442e-02	-4.78497303e-03	-2.22704712e-02	8.74274907e-03	-1.46261673e-07	-1.91849662e-06	2.83938114e-06	-4.98806055e-07	3.33818719e-06
302             	8.21168992e-03	4.10560398e-03	4.10608594e-03	-2.58005212e-02	-4.61930267e-03	-2.11812185e-02	8.28095793e-03	-2.40979243e-07	-1.85544719e-06	2.86765869e-06	-4.21617849e-07	3.28927654e-06
303             	8.30333487e-03	4.15130100e-03	4.15203387e-03	-2.46312561e-02	-4.44741580e-03	-2.01838403e-02	7.86821227e-03	-3.66436584e-07	-1.78619748e-06	2.89291550e-06	-3.39739731e-07	3.23265523e-06
304             	8.41197471e-03	4.20547680e-03	4.20649791e-03	-2.35479586e-02	-4.27562157e-03	-1.92723370e-02	7.49835772e-03	-5.10555760e-07	-1.72185991e-06	2.90269084e-06	-2.70514492e-07	3.17320534e-06
305             	8.53099212e-03	4.26483339e-03	4.26615873e-03	-2.25390321e-02	-4.10897698e-03	-1.84300551e-02	7.16053907e-03	-6.62668288e-07	-1.66809032e-06	2.87300805e-06	-2.31586296e-07	3.10459435e-06
306             	8.65339397e-03	4.32587688e-03	4.32751709e-03	-2.15851277e-02	-3.95131982e-03	-1.76338079e-02	6.84124403e-03	-8.20101496e-07	-1.58297768e-06	2.87803553e-06	-1.43959917e-07	3.02199545e-06
307             	8.77331629e-03	4.38568963e-03	4.38762666e-03	-2.06743475e-02	-3.80531307e-03	-1.68690345e-02	6.53186070e-03	-9.68515982e-07	-1.50720639e-06	2.84524910e-06	-8.45818400e-08	2.92983094e-06
308             	8.88672629e-03	4.44225471e-03	4.44447158e-03	-1.98034540e-02	-3.67161614e-03	-1.61318379e-02	6.23011086e-03	-1.10843664e-06	-1.42089213e-06	2.83975884e-06	-1.01270682e-09	2.84077155e-06
309             	8.99074067e-03	4.49415568e-03	4.49658499e-03	-1.89705022e-02	-3.55115678e-03	-1.54193454e-02	5.93409432e-03	-1.21465386e-06	-1.32756585e-06	2.84441814e-06	9.46432166e-08	2.74977492e-06
310             	9.08485984e-03	4.54113297e-03	4.54372688e-03	-1.81815706e-02	-3.44213615e-03	-1.47394345e-02	5.64864916e-03	-1.29695582e-06	-1.21552748e-06	2.90257372e-06	2.35759384e-07	2.66681434e-06
311             	9.16770206e-03	4.58251374e-03	4.58518832e-03	-1.74396196e-02	-3.34356655e-03	-1.40960530e-02	5.37624323e-03	-1.33728900e-06	-1.12720003e-06	2.95306536e-06	3.49332653e-07	2.60373270e-06
312             	9.23982656e-03	4.61856940e-03	4.62125716e-03	-1.67464854e-02	-3.25244373e-03	-1.34940417e-02	5.12079898e-03	-1.34387637e-06	-1.06163434e-06	2.98403026e-06	4.30380785e-07	2.55364947e-06
313             	9.29935780e-03	4.64836749e-03	4.65099031e-03	-1.61022332e-02	-3.16675093e-03	-1.29354822e-02	4.88436566e-03	-1.31140526e-06	-1.04271924e-06	2.98326088e-06	4.48911201e-07	2.53434968e-06
314             	9.34773502e-03	4.67261736e-03	4.67511765e-03	-1.55097031e-02	-3.08254303e-03	-1.24271601e-02	4.67230854e-03	-1.25014563e-06	-1.08889168e-06	2.89691891e-06	3.59567777e-07	2.53735113e-06
315             	9.38329714e-03	4.69049303e-03	4.69280411e-03	-1.49619967e-02	-2.99870678e-03	-1.19632899e-02	4.48229155e-03	-1.15554444e-06	-1.17229335e-06	2.78112429e-06	2.18268795e-07	2.56285549e-06
316             	9.40866524e-03	4.70328228e-03	4.70538296e-03	-1.44609613e-02	-2.91171683e-03	-1.15492445e-02	4.31876382e-03	-1.05033805e-06	-1.10935255e-06	2.80437809e-06	2.92836489e-07	2.51154160e-06
317             	9.42469899e-03	4.71142062e-03	4.71327836e-03	-1.39947548e-02	-2.82217393e-03	-1.11725808e-02	4.17520345e-03	-9.28869789e-07	-1.16689030e-06	2.71143190e-06	1.88825650e-07	2.52260625e-06
318             	9.43601266e-03	4.71719475e-03	4.71881791e-03	-1.35622698e-02	-2.72804545e-03	-1.08342244e-02	4.05308947e-03	-8.11580541e-07	-1.19817395e-06	2.64798465e-06	1.25818377e-07	2.52216627e-06
319             	9.43997930e-03	4.71929303e-03	4.72068628e-03	-1.31549455e-02	-2.63069507e-03	-1.05242504e-02	3.94677769e-03	-6.96626111e-07	-1.25517112e-06	2.55304528e-06	2.13515228e-08	2.53169376e-06
320             	9.43507762e-03	4.71695088e-03	4.71812675e-03	-1.27685838e-02	-2.53063231e-03	-1.02379515e-02	3.85365957e-03	-5.87934377e-07	-1.32623295e-06	2.44433670e-06	-1.04064605e-07	2.54840130e-06
321             	9.42079631e-03	4.70991089e-03	4.71088542e-03	-1.23947274e-02	-2.43049801e-03	-9.96422941e-03	3.76686570e-03	-4.87265768e-07	-1.41504414e-06	2.31608920e-06	-2.56999537e-07	2.57308874e-06
322             	9.39571293e-03	4.69745664e-03	4.69825628e-03	-1.20309834e-02	-2.33160110e-03	-9.69938232e-03	3.68389061e-03	-3.99820138e-07	-1.52455331e-06	2.19029398e-06	-4.29406319e-07	2.61970030e-06
323             	9.36038313e-03	4.67987149e-03	4.68051165e-03	-1.16687819e-02	-2.23661788e-03	-9.43216399e-03	3.59777306e-03	-3.20080960e-07	-1.63369347e-06	2.06704432e-06	-6.00171313e-07	2.66721563e-06
324             	9.31664166e-03	4.65807445e-03	4.65856721e-03	-1.13045051e-02	-2.14710496e-03	-9.15740013e-03	3.50514759e-03	-2.46378927e-07	-1.75268786e-06	1.94604525e-06	-7.79665231e-07	2.72571049e-06
325             	9.26609309e-03	4.63286408e-03	4.63322901e-03	-1.09364363e-02	-2.06400766e-03	-8.87242861e-03	3.40421048e-03	-1.82462782e-07	-1.88036058e-06	1.81259165e-06	-9.74064748e-07	2.78665640e-06
326             	9.21038081e-03	4.60506664e-03	4.60531418e-03	-1.05619059e-02	-1.98835924e-03	-8.57354663e-03	3.29259370e-03	-1.23770371e-07	-1.99609615e-06	1.71478457e-06	-1.13870387e-06	2.85348843e-06
327             	9.14988629e-03	4.57486894e-03	4.57501735e-03	-1.01810048e-02	-1.91982398e-03	-8.26118082e-03	3.17067842e-03	-7.42059479e-08	-2.11496031e-06	1.61671511e-06	-1.30660275e-06	2.92331786e-06
328             	9.08604507e-03	4.54299287e-03	4.54305220e-03	-9.79469010e-03	-1.85818918e-03	-7.93650092e-03	3.03915587e-03	-2.96677950e-08	-2.22105601e-06	1.55548417e-06	-1.44331392e-06	2.99879809e-06
329             	9.01950086e-03	4.50975612e-03	4.50974474e-03	-9.40464355e-03	-1.80235162e-03	-7.60229192e-03	2.89997015e-03	5.69228905e-09	-2.30943808e-06	1.50064726e-06	-1.55911445e-06	3.05976171e-06
330             	8.95229409e-03	4.47618423e-03	4.47610985e-03	-9.01399252e-03	-1.75160375e-03	-7.26238877e-03	2.75539251e-03	3.71918719e-08	-2.36886580e-06	1.48513559e-06	-1.62629801e-06	3.11143359e-06
331             	8.88372394e-03	4.44192308e-03	4.44180085e-03	-8.62591770e-03	-1.70442892e-03	-6.92148878e-03	2.60852993e-03	6.11142058e-08	-2.41258234e-06	1.46836294e-06	-1.67840087e-06	3.14676381e-06
332             	8.81553796e-03	4.40785173e-03	4.40768623e-03	-8.24429010e-03	-1.66002154e-03	-6.58426856e-03	2.46212351e-03	8.27491654e-08	-2.43653545e-06	1.48069663e-06	-1.69618714e-06	3.17688376e-06
333             	8.74684145e-03	4.37352096e-03	4.37332050e-03	-7.87236929e-03	-1.61718050e-03	-6.25518879e-03	2.31900414e-03	1.00228782e-07	-2.45496946e-06	1.48398426e-06	-1.71297733e-06	3.19696159e-06
334             	8.67898588e-03	4.33961058e-03	4.33937529e-03	-7.51392378e-03	-1.57524195e-03	-5.93868183e-03	2.18171994e-03	1.17645217e-07	-2.45466094e-06	1.51294972e-06	-1.69818608e-06	3.21113580e-06
335             	8.61166859e-03	4.30596689e-03	4.30570170e-03	-7.17125317e-03	-1.53353397e-03	-5.63771921e-03	2.05209262e-03	1.32594233e-07	-2.45730619e-06	1.52057621e-06	-1.69701808e-06	3.21759430e-06
336             	8.54587416e-03	4.27308639e-03	4.27278777e-03	-6.84697620e-03	-1.49182619e-03	-5.35515000e-03	1.93166191e-03	1.49310094e-07	-2.45248599e-06	1.54940799e-06	-1.67778199e-06	3.22718998e-06
337             	8.48121613e-03	4.24077448e-03	4.24044165e-03	-6.54255915e-03	-1.44995484e-03	-5.09260431e-03	1.82132474e-03	1.66414148e-07	-2.46314776e-06	1.54891851e-06	-1.68868851e-06	3.23760702e-06
338             	8.41851222e-03	4.20944298e-03	4.20906924e-03	-6.25887996e-03	-1.40810174e-03	-4.85077822e-03	1.72133824e-03	1.86871885e-07	-2.46468326e-06	1.57421254e-06	-1.67757699e-06	3.25178953e-06
339             	8.35752230e-03	4.17897118e-03	4.17855111e-03	-5.99582628e-03	-1.36639385e-03	-4.62943243e-03	1.63151929e-03	2.10034569e-07	-2.48030245e-06	1.57423621e-06	-1.69318435e-06	3.26742056e-06
340             	8.29844380e-03	4.14945927e-03	4.14898453e-03	-5.75218283e-03	-1.32511266e-03	-4.42707016e-03	1.55097875e-03	2.37371763e-07	-2.47536070e-06	1.60871166e-06	-1.67100487e-06	3.27971653e-06
341             	8.24084004e-03	4.12068619e-03	4.12015385e-03	-5.52642280e-03	-1.28447185e-03	-4.24195094e-03	1.47873954e-03	2.66166637e-07	-2.49113417e-06	1.60887293e-06	-1.68669770e-06	3.29557063e-06
